Título,Localización,Fecha,Salario,Formación,Salario_limpio,Salario_min,Salario_max,SalarioPromedio,España,CCAA,Fecha_parsed,Mes,Nivel
Trabajador-a social (ref. 04 2025 001868),Illes Balears - Baleares - España,02/04/2025,Sin especificar,Doctorado o equivalente,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Doctorado
Fontanero-a - electricista,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
"Técnico-a electricista, madrid - primer empleo",Madrid - España,02/04/2025,Sin especificar,Enseñanzas universitarias de grado,,NA,NA,NA,SI,Madrid,2025-04-02,abril,Universidad
Terapeutas ocupacionales,Sevilla - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Bármanes,Las Palmas - Canarias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Canarias,2025-04-02,abril,Otros
Auxiliar administrativo para el departamento de logística,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Logopedas,Sta.cruz de Tenerife - Canarias - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,Canarias,2025-04-02,abril,Universidad
"Conductores-repartidores en motocicleta, ciclomotor y-o motocarro, excepto mensajería",Sevilla - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
Limpiador-a,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Limpiador-a,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Personal de conducción de tranvía,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Aragon,2025-04-02,abril,FP/Bachiller
Técnico-a servicios agrarios sector frutas y hortalizas- alcañiz (sector público),Teruel - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
"Encargados de obra de edificación, en general",Pontevedra - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Peón de lavandería industrial,Madrid - España,02/04/2025,Sin especificar,Eso / certificado de profesionalidad…,,NA,NA,NA,SI,Madrid,2025-04-02,abril,Básico
Barrenderos,Teruel - Aragon - España,02/04/2025,Sin especificar,Eso / certificado de profesionalidad…,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Básico
"Operadores de máquinas industriales de coser y bordar, en general",Sevilla - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
Comercial de venta de lubricantes marinos,Badajoz - Extremadura - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Extremadura,2025-04-02,abril,Otros
Trabajadores sociales,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,Castilla Leon,2025-04-02,abril,Universidad
Conductor-a de furgoneta,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Work-location,Lleida - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Diseñador-a gráfico-a,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Fontaneros,Pontevedra - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Cristaleros de edificios,Ourense - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Cocinero-a,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
Enfermero-a,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Monitor taller de empelo de revestimientos en construcción,Lugo - Galicia - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Galicia,2025-04-02,abril,FP/Bachiller
"Docente de especialidades formativas de ""agraria"".",Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
Auxiliar administrativo-a con experiencia,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Grados universitarios de 240 créditos…,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Universidad
Work-location,Lleida - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Agente comercial técnico empresa de mantenimiento y reparación industrial de humanes de madrid,Madrid - España,02/04/2025,1.916 - 1.917,Otros tipos de formación,1916-1917,1916,1917,23,SI,Madrid,2025-04-02,abril,Otros
"Mecánicos-ajustadores del automóvil, en general (turismos y furgonetas)",A Coruña - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
1 cocinero-a.,Cantabria - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cantabria,2025-04-02,abril,Otros
Agentes comerciales,Pontevedra - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Cuidador-a,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla Leon,2025-04-02,abril,Otros
Work-location,Girona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Dependiente de tienda,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Camarero-a,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
Cocinero-a cocina oriental (ref. 04 2025 001865),Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Otros
Asistentes domiciliarios,A Coruña - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Work-location,Girona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Personal de limpieza o limpiadores en general,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla Leon,2025-04-02,abril,Otros
Oferta 08-2025-6019,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla Leon,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Work-location,Lleida - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Personal de limpieza o limpiadores en general,Ourense - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Mecánico maquinária agrícola. oficial 3ª.,Toledo - Castilla la Mancha - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla la Mancha,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
1 gerente de sanitarios portatiles,Cantabria - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cantabria,2025-04-02,abril,Otros
Mecánico maquinaría agrícola. oficial 1ª.,Toledo - Castilla la Mancha - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla la Mancha,2025-04-02,abril,Otros
Personal de limpieza,Huesca - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Conductor-a de camión con grua (ref. 2247),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
1 motosierrista (ref. 2249),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Operadores de máquina envasadora de bebidas,Jaen - Andalucia - España,02/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,Andalucia,2025-04-02,abril,FP/Bachiller
Personal de limpieza o limpiadores en general,Huelva - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
"Conductores de furgoneta, hasta 3,5 t.",Ourense - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Albañiles oficiales 1ª,Huesca - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
"Gerocultor-a, ref. 042025001860",Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Otros
Peones agricolas (con discapacidad),Huesca - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Personal de limpieza con discapacidad,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Peón de agricultura (ref.2252),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Panadero - confitero-a (ref : 2251 ),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Mantenedor de piscina,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Terapeuta ocupacional,Teruel - Aragon - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Universidad
Auxiliar de clínica .,Badajoz - Extremadura - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Extremadura,2025-04-02,abril,Otros
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Operadores de planta de tratamiento de residuos sólidos urbanos,Sta.cruz de Tenerife - Canarias - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Canarias,2025-04-02,abril,FP/Bachiller
Work-location,Girona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Consultores de formación,Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Madrid,2025-04-02,abril,Otros
Oficial 1ª electricista-pedrola.,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Aragon,2025-04-02,abril,FP/Bachiller
Maquinista agrícola con experiencia en conducción de maquinas agrícolas mixtas y miniexcavadoras,Caceres - Extremadura - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Extremadura,2025-04-02,abril,Otros
Médicos especialistas en psiquiatría,Jaen - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
"Jardineros, en general",Huelva - Andalucia - España,02/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,Andalucia,2025-04-02,abril,FP/Bachiller
Personal docente agau0005 manipulación y aplicación de productos fitosanitarios. nivel básico…,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Otros
Enfermeros de cuidados generales,Cordoba - Andalucia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Otros
Operario-a de taller de mármol,Murcia - España,02/04/2025,Sin especificar,Educación primaria,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Básico
"Electricistas de mantenimiento y reparación, en general",Malaga - Andalucia - España,02/04/2025,Sin especificar,"Bachillerato, fp básica y fp de grado…",,NA,NA,NA,SI,Andalucia,2025-04-02,abril,FP/Bachiller
Educadores sociales,Granada - Andalucia - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Universidad
Dependiente-a,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Oferta 08-2025-5625,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Castilla Leon,2025-04-02,abril,Otros
Camarero-a de pisos (ref.04 2025 001864).,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Otros
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
"Docente de especialidades formativas de ""edificación y obra civil""",Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
"Mecánicos reparadores de maquinaria industrial, en general",A Coruña - Galicia - España,02/04/2025,Sin especificar,Grados universitarios de 240 créditos…,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Universidad
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Profesores de educación de adultos,Malaga - Andalucia - España,02/04/2025,Sin especificar,Grados universitarios de 240 créditos…,,NA,NA,NA,SI,Andalucia,2025-04-02,abril,Universidad
Work-location,Tarragona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Operario-a maquina de inyeccion,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,FP/Bachiller
Asistentes domiciliarios-as,Pontevedra - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Galicia,2025-04-02,abril,Otros
Fundidor-a a coquilla por gravedad (cid) cuarte de huerva,Zaragoza - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Aragon,2025-04-02,abril,Otros
Consultoria regeneración urbana y territorial,Vizcaya - Pais Vasco - España,02/04/2025,Sin especificar,Grados universitarios de más de 240…,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Universidad
Ingeniero-a industrial (ref.04 2025 001575),Illes Balears - Baleares - España,02/04/2025,Sin especificar,Doctorado o equivalente,,NA,NA,NA,SI,Baleares,2025-04-02,abril,Doctorado
Albañil. oficial 1ª,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
2 puestos mozo-a de almacén (ref.: 1489),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Ayudante camarero-a (ref.1796),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Mecanico-a de maquinaria pesada (ref.1845),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Auxiliar de enfermeria en geriatria,La Rioja - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,La Rioja,2025-04-02,abril,Otros
Peón-a de la construcción (ref. 1846),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Instalador-a telecomunicaciones,Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Pais Vasco,2025-04-02,abril,Otros
Técnico-a orientador-a y de prospección e intermediación laboral (cantabria),Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,NA,21000-23999,21000,23999,22,SI,Cantabria,2025-04-02,abril,NA
Camarero-a para restaurante (oferta.:1902),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Maquinista excavadora,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Murcia,2025-04-02,abril,Otros
Técnico-a dinamizador-a de formación y recepción y atención al cliente,Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,NA,21000-23999,21000,23999,22,SI,Cantabria,2025-04-02,abril,NA
Work-location,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Cataluna,2025-04-02,abril,Otros
Albañil oficial de 1ª (ref. 1837),Asturias - España,02/04/2025,Sin especificar,Otros tipos de formación,,NA,NA,NA,SI,Asturias,2025-04-02,abril,Otros
Oferta privada: masajista con terapia tailandesa tok-sen y feet and fire,Cadiz - Andalucia - España,02/04/2025,1.325,Enseñanzas universitarias de grado,1325,1325,NA,16,SI,Andalucia,2025-04-02,abril,Universidad
