Título,SalarioPromedio,España,CCAA,Mes,Nivel,Modalidad
Fundidor-a a coquilla por gravedad (cid) cuarte de huerva,27,SI,Aragon,abril,Otros,Presencial
Consultoria regeneración urbana y territorial,21,SI,Pais Vasco,abril,Universidad,Presencial
Ingeniero-a industrial (ref.04 2025 001575),35,SI,Baleares,abril,Doctorado,Presencial
Albañil. oficial 1ª,27,SI,Murcia,abril,Otros,Presencial
2 puestos mozo-a de almacén (ref.: 1489),27,SI,Asturias,abril,Otros,Presencial
Ayudante camarero-a (ref.1796),27,SI,Asturias,abril,Otros,Presencial
Mecanico-a de maquinaria pesada (ref.1845),27,SI,Asturias,abril,Otros,Presencial
Auxiliar de enfermeria en geriatria,27,SI,La Rioja,abril,Otros,Presencial
Peón-a de la construcción (ref. 1846),27,SI,Asturias,abril,Otros,Presencial
Instalador-a telecomunicaciones,27,SI,Pais Vasco,abril,Otros,Presencial
Técnico-a orientador-a y de prospección e intermediación laboral (cantabria),22,SI,Cantabria,abril,NA,Presencial
Camarero-a para restaurante (oferta.:1902),27,SI,Asturias,abril,Otros,Presencial
Maquinista excavadora,27,SI,Murcia,abril,Otros,Presencial
Técnico-a dinamizador-a de formación y recepción y atención al cliente,22,SI,Cantabria,abril,NA,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Albañil oficial de 1ª (ref. 1837),27,SI,Asturias,abril,Otros,Presencial
Oferta privada: masajista con terapia tailandesa tok-sen y feet and fire,16,SI,Andalucia,abril,Universidad,Presencial
"Delineante, en general",14,SI,Andalucia,abril,Otros,Presencial
Ayudante de camarero-a (ref.: 1810),27,SI,Asturias,abril,Otros,Presencial
Auxiliar de cocina (ref. 1818),27,SI,Asturias,abril,Otros,Presencial
Oferta publica: pediatra atención primaria,43,SI,Andalucia,abril,Universidad,Presencial
Conductor-a de camiones,18,SI,Andalucia,abril,Otros,Presencial
Limpiador-a,16,SI,Andalucia,abril,Otros,Presencial
"Oferta pública: sustitucion docente programa empleo y formación ""gestion ariscal ii"", certificado…",31,SI,Andalucia,abril,Universidad,Presencial
Oferta pública: personal apoyo administrativo,21,SI,Andalucia,abril,FP/Bachiller,Presencial
Fea urgencias,48,SI,Andalucia,abril,Universidad,Presencial
Oferta privada. terapeuta ocupacional.,13,SI,Andalucia,abril,Universidad,Presencial
Mecánico de autobombas de hormigón,19,SI,Andalucia,abril,Otros,Presencial
Ayudante de camarero-a,27,SI,Murcia,abril,Otros,Presencial
100 operarios-as de producción para valverde del majano (segovia),27,SI,Castilla Leon,abril,Otros,Presencial
"Conserjes, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Empleados fábrica,27,SI,Castilla Leon,abril,Otros,Presencial
Estabilización de empleo temporal en ayto. de monterrubio de armuña (salamanca),27,SI,Castilla Leon,abril,Otros,Presencial
Interinidad de ingeniero-a superior en telecomunicaciones en diputación de segovia,16,SI,Castilla Leon,abril,FP/Bachiller,Presencial
Chófer,27,SI,Castilla Leon,abril,Otros,Presencial
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",21,SI,Castilla Leon,abril,Universidad,Presencial
Arquitecto-a técnico para almazán (soria),21,SI,Castilla Leon,abril,Universidad,Presencial
Operador de grúa móvil autopropulsada y camión grúa para medina de pomar (burgos),27,SI,Castilla Leon,abril,Otros,Presencial
Oficiales albañilería,21,SI,Castilla Leon,abril,Universidad,Presencial
Bolsa de técnico-a administrativo en diputación de zamora,27,SI,Castilla Leon,abril,Otros,Presencial
Oficial de mantenimiento polivalente en palencia capital,21,SI,Castilla Leon,abril,Universidad,Presencial
Operario-a limpieza y accesos piscinas para burgos,20,SI,Castilla Leon,abril,NA,Presencial
Bolsa de auxiliar de enfermería en diputación de zamora,27,SI,Castilla Leon,abril,Otros,Presencial
Personal de limpieza,20,SI,Castilla Leon,abril,NA,Presencial
"Cocineros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
"Médicos, medicina general",27,SI,Castilla Leon,abril,Otros,Presencial
25 personal experto en inteligencia artificial y ciencia de datos para el banco de españa,16,NA,NA,abril,FP/Bachiller,Presencial
"Cocinero-a, ayudante de cocina y camarero-a",27,SI,Castilla Leon,abril,Otros,Presencial
Agente comercial para burgos,21,SI,Castilla Leon,abril,Universidad,Presencial
10 repartidores-as con carnet b para santovenia de la valdoncina (león),27,SI,Castilla Leon,abril,Otros,Presencial
Profesores del área de física y química (enseñanza secundaria),20,SI,Castilla Leon,abril,NA,Presencial
Personal para servicio de ayuda a domicilio-con discapacidad,27,SI,Aragon,abril,Otros,Presencial
Formadores de formadores,27,SI,Castilla Leon,abril,Otros,Presencial
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",21,SI,Castilla Leon,abril,Universidad,Presencial
"Conductores de autobús, en general",27,SI,Castilla Leon,abril,Otros,Presencial
"Conductores de autobús, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Formadores de formación para el empleo,27,SI,Castilla Leon,abril,Otros,Presencial
"Vendedor en tienda de materiales de construcción, cocina y baño en palencia capital",21,SI,Castilla Leon,abril,Universidad,Presencial
Técnico-a de hse para león,27,SI,Castilla Leon,abril,Otros,Presencial
Gerocultor-a para salinas de pisuerga (palencia),27,SI,Castilla Leon,abril,Otros,Presencial
2 encargados-as - técnicos-as senior de mantenimiento para roviña (zamora),21,SI,Castilla Leon,abril,Universidad,Presencial
Auxiliares de enfermería,16,SI,Castilla Leon,abril,FP/Bachiller,Presencial
Capataz obras para soria,27,SI,Castilla Leon,abril,Otros,Presencial
5 operarios-as de envasado para santibáñez de la peña (palencia),27,SI,Castilla Leon,abril,Otros,Presencial
Técnico-a de mantenimiento industrial para aldeamayor de san martín (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Enfermero-a - due para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
Médico-a para la gerencia de servicios sociales en palencia capital,21,SI,Castilla Leon,abril,Universidad,Presencial
Mantenedores de edificios,27,SI,Castilla Leon,abril,Otros,Presencial
Soldadores de estructuras metálicas pesadas,27,SI,Castilla Leon,abril,Otros,Presencial
Administrativo-a de calidad para valladolid,27,SI,Castilla Leon,abril,Otros,Presencial
Técnico-a superior de prl para arévalo (ávila),20,SI,Castilla Leon,abril,NA,Presencial
Responsable y técnicos departamento de contabilidad y fiscal para soria,27,SI,Castilla Leon,abril,Otros,Presencial
Mecánico-a de coches para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
2 conductores-as de camión ruta internacional para ponferrada (león),21,SI,Castilla Leon,abril,Universidad,Presencial
Oficial electricista de obra para burgos,27,SI,Castilla Leon,abril,Otros,Presencial
Trabajadores sociales,27,SI,Castilla Leon,abril,Otros,Presencial
"Cocineros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Healthcare workers para irlanda 2025 (reclutamiento presencial cpl),21,NA,NA,abril,Universidad,Presencial
Gerente-a de mantenimiento para salamanca,27,SI,Castilla Leon,abril,Otros,Presencial
Jefe-a de obra civil para salamanca,27,NA,NA,abril,Otros,Presencial
Administrativo-a para palencia,27,SI,Castilla Leon,abril,Otros,Presencial
Responsable de mantenimiento para carrascal del río (segovia),27,SI,Castilla Leon,abril,Otros,Presencial
Ayudante-a de pescadería para palencia,27,SI,Castilla Leon,abril,Otros,Presencial
Operario-a de limpieza para salamanca,20,SI,Castilla Leon,abril,NA,Presencial
2 oficiales-as instaladores-as electricistas para zamora,21,SI,Castilla Leon,abril,Universidad,Presencial
2 dependientes-as para zamora,21,SI,Castilla Leon,abril,Universidad,Presencial
Recepcionista para quintanilla de onésimo (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Vendedor-a especializado-a para soria,21,SI,Castilla Leon,abril,Universidad,Presencial
Personal de tienda para salamanca,27,SI,Castilla Leon,abril,Otros,Presencial
Coordinador-a de proyectos digitales call center para palencia,21,SI,Castilla Leon,abril,Universidad,Presencial
Jefe-a de cocina para ponferrada (león),27,SI,Castilla Leon,abril,Otros,Presencial
Repartidor-a de bebidas para ólvega (soria),27,SI,Castilla Leon,abril,Otros,Presencial
Electromecánico-a industrial para fuentes de valdepero (palencia),21,SI,Castilla Leon,abril,Universidad,Presencial
Chapista con discapacidad para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
Mozo-a de almacén - carretillero-a para la cistérniga (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Ayudante de retimbrados para laguna de duero (valladolid),21,SI,Castilla Leon,abril,Universidad,Presencial
Ingeniero-a de redes y comunicaciones para valladolid,21,SI,Castilla Leon,abril,Universidad,Presencial
Limpiador-a mantenedor-a para zamora,27,SI,Castilla Leon,abril,Otros,Presencial
4 operarios-as de envasado para villamuriel de cerrato (palencia),27,SI,Castilla Leon,abril,Otros,Presencial
Operario de usos múltiples para bercimuel (segovia),27,SI,Castilla Leon,abril,Otros,Presencial
Operarios torno fresador cnc,27,SI,Aragon,abril,Otros,Presencial
Jefe de obra civil para matamala de almazán (soria),27,SI,Castilla Leon,abril,Otros,Presencial
Operario-a de limpieza 20 horas-semana - (sevilla-tomares),12,SI,Andalucia,abril,NA,Presencial
Vigilantes de seguridad,27,SI,Castilla Leon,abril,Otros,Presencial
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",21,SI,Castilla Leon,abril,Universidad,Presencial
"Camareros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
"Peones agrícolas, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Conductor-a de camión grúa,27,SI,Murcia,abril,Otros,Presencial
"Camareros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Asistentes domiciliarios,27,SI,Castilla Leon,abril,Otros,Presencial
"Camareros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Conductores de camión con remolque y-o de tractocamión,27,SI,Castilla Leon,abril,Otros,Presencial
Albañiles,27,SI,Castilla Leon,abril,Otros,Presencial
Auxiliares de enfermería de geriatría,16,SI,Castilla Leon,abril,FP/Bachiller,Presencial
Albañiles,27,SI,Castilla Leon,abril,Otros,Presencial
Asistentes domiciliarios,27,SI,Castilla Leon,abril,Otros,Presencial
"Peones de la industria de la alimentación, bebidas y tabaco",27,SI,Castilla Leon,abril,Otros,Presencial
Personal de limpieza o limpiadores en general,20,SI,Castilla Leon,abril,NA,Presencial
Enfermeros de cuidados generales,21,SI,Castilla Leon,abril,Universidad,Presencial
Albañiles,27,SI,Castilla Leon,abril,Otros,Presencial
Auxiliares de enfermería de geriatría,16,SI,Castilla Leon,abril,FP/Bachiller,Presencial
Fisioterapeuta,27,SI,Murcia,abril,Otros,Presencial
Repartidor-a,16,SI,Comunidad Valenciana,abril,Sin estudios,Presencial
Profesor de cosmetica natural,27,SI,Galicia,abril,Otros,Presencial
Dependiente-a para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
Tornero-a fresador-a para boecillo (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Peón de jardinería para medina de pomar (burgos),27,SI,Castilla Leon,abril,Otros,Presencial
Repartidor-a en furgoneta para segovia,27,SI,Castilla Leon,abril,Otros,Presencial
Recepcionista de hotel,27,SI,Murcia,abril,Otros,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
Intérprete lenguaje de signos (i.l.s.e.) para la delegación provincial de educación de badajoz en…,20,SI,Extremadura,abril,NA,Presencial
"Senior qa automation engineer clm f-m-d, madrid",16,SI,Madrid,abril,FP/Bachiller,Presencial
Entrenador-a personal en alicante,32,SI,Comunidad Valenciana,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
Entrenador-a personal en castellón,32,SI,Comunidad Valenciana,abril,Sin estudios,Presencial
"Project manager, presencial",32,SI,Cataluna,abril,Sin estudios,Presencial
Camarero-a de pisos - bless hotel ibiza,19,SI,Baleares,abril,Básico,Presencial
Auxiliar cocina-limpieza bellpuig ref sxsdl,19,SI,Aragon,abril,Básico,Presencial
"Profesor-a de matemáticas, física y química",16,SI,Navarra,abril,FP/Bachiller,Presencial
Tramitador-a de siniestros,16,SI,La Rioja,abril,FP/Bachiller,Presencial
Fisioterapeuta para clínica de rehabilitación,21,SI,Navarra,abril,Universidad,Presencial
Terapeuta ocupacional,27,SI,Navarra,abril,Otros,Presencial
Chófer de camión,20,SI,Navarra,abril,NA,Presencial
Personal de laboratorio,16,SI,Navarra,abril,FP/Bachiller,Presencial
Educador-a piso tutelado,35,SI,Navarra,abril,Doctorado,Presencial
Personal atención vivienda con apoyo de alta intensidad de personas con discapacidad (sustitución),16,SI,Navarra,abril,FP/Bachiller,Presencial
Personal de atención directa en viviendas con apoyo de alta intensidad de personas con discapacidad,16,SI,Navarra,abril,FP/Bachiller,Presencial
Técnico mantenimiento inst. térmicas (frio y calor),16,SI,Navarra,abril,FP/Bachiller,Presencial
Fontanero-a,16,SI,La Rioja,abril,FP/Bachiller,Presencial
".net fullstack engineer (focus frontend), madrid",27,SI,Madrid,abril,Otros,Presencial
"Senior opentext asset manager engineer, madrid",27,SI,Madrid,abril,Otros,Presencial
".net fullstack engineer (focus frontend), madrid",27,SI,Madrid,abril,Otros,Presencial
".net fullstack engineer (focus backend), madrid",27,SI,Madrid,abril,Otros,Presencial
Técnico-a de asistencia para mantenimiento y reparación de cámaras climáticas,27,SI,Cataluna,abril,Otros,Presencial
Comercial de ventas b2b. fijo+comisiones sin techo,19,SI,Baleares,abril,Básico,Presencial
"It test manager channels 100% (f-m-d), madrid",16,SI,Madrid,abril,FP/Bachiller,Presencial
Administrativo-a,27,SI,Pais Vasco,abril,Otros,Presencial
Gpp&w - guest service assistant,32,SI,Baleares,abril,Sin estudios,Presencial
Responsable del departamento tecnico-a,32,SI,Murcia,abril,Sin estudios,Presencial
"Analista pro. cobol cics db2 jcl, madrid",26,SI,Madrid,abril,Otros,Presencial
Gerocultor-a,27,SI,Galicia,abril,Otros,Presencial
"Mecánico reparador de bicicletas, otro de mantenedor de esquís y otro de diseñador e impresor de…",16,SI,Madrid,abril,FP/Bachiller,Presencial
"Fisioterapeutas, en general",27,SI,Canarias,abril,Otros,Presencial
Ingeniero tecnico,21,SI,Pais Vasco,abril,Universidad,Presencial
Veterinario-a generalista,27,SI,Extremadura,abril,Otros,Presencial
Administrativo - a,16,SI,Madrid,abril,NA,Presencial
Albañil (ref.1756),27,SI,Asturias,abril,Otros,Presencial
Gestión administrativa contable,16,SI,Galicia,abril,NA,Presencial
Camarero-a,27,SI,Murcia,abril,Otros,Presencial
Monitor ocupacional para centro de rehabilitación psicosocial,27,SI,Extremadura,abril,Otros,Presencial
A.t.e cuidador para la delegación provincial de educación de cáceres en coria,21,SI,Extremadura,abril,Universidad,Presencial
"Emplead@ administrativ@o con experiencia ,conocimientos inglés avanzado hablado y escrito, permiso…",21,SI,Extremadura,abril,Universidad,Presencial
5 gerocultores-as,27,SI,Extremadura,abril,Otros,Presencial
Se requiere formador-a de formación no reglada de competencias digitales básicas,6,SI,Extremadura,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,NO,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
Interiorista senior - urcoisa,27,SI,Baleares,abril,Otros,Presencial
Fisioterapeuta,27,SI,Extremadura,abril,Otros,Presencial
Personal polivalente,27,SI,Extremadura,abril,Otros,Presencial
Decorador-a en estudio de muebles de cocina y baño,27,SI,Navarra,abril,Otros,Presencial
Esteticista,27,SI,Navarra,abril,Otros,Presencial
Administrativo-a-contable,32,SI,Navarra,abril,Sin estudios,Presencial
Vendedor-a de productos once,27,SI,Madrid,abril,Sin estudios,Presencial
Fisioterapeuta,21,NA,NA,abril,Universidad,Presencial
Administrativo-a,16,SI,Navarra,abril,FP/Bachiller,Presencial
Auxiliar de geriatría,16,SI,Navarra,abril,FP/Bachiller,Presencial
Carnicero-a,27,SI,Navarra,abril,Otros,Presencial
Administrativo de venta de lubricantes marinos,27,SI,Extremadura,abril,Otros,Presencial
Personal gerocultor amavir ibañeta,32,SI,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
Técnico de mantenimiento (vícar),20,SI,Andalucia,abril,NA,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,NO,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir betelu,32,NO,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir ibañeta,32,NO,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir ibañeta,32,NO,Navarra,abril,Sin estudios,Presencial
Personal gerocultor amavir ibañeta,32,SI,Pais Vasco,abril,Sin estudios,Presencial
Personal gerocultor amavir ibañeta,32,SI,Navarra,abril,Sin estudios,Presencial
Capintero ebanista,27,SI,Madrid,abril,Otros,Presencial
Comercial automoción,19,SI,Cantabria,abril,Básico,Presencial
Personal gerocultor amavir betelu,32,SI,Navarra,abril,Sin estudios,Presencial
¡atención granada! buscamos a alguien con energía para nuestra división metal.,32,SI,Andalucia,abril,Sin estudios,Presencial
Auxiliar servicio limpieza (asl). ref sxsdl,19,SI,Madrid,abril,Básico,Presencial
Limpiador-a. ref slmpd,19,SI,Murcia,abril,Básico,Presencial
Cocinero-a (extras) - rest. caixaforum. ref. sccnr,32,SI,Cataluna,abril,Sin estudios,Presencial
3 intérpretes lenguaje de signos (i.l.s.e.) para la delegación provincial de educación de cáceres,21,SI,Extremadura,abril,Universidad,Presencial
Cocinero-a centro hospitalario. ref. sccnr,19,SI,Madrid,abril,Básico,Presencial
Personal gerocultor amavir ibañeta,32,SI,Navarra,abril,Sin estudios,Presencial
Planchador-a de tintoreria,27,SI,Madrid,abril,Otros,Presencial
Operador-a de pala mini-retroexcavadora (ref. 1433),27,SI,Asturias,abril,Otros,Presencial
Tractorista para desbrozadora de brazo (ref.: 1434),27,SI,Asturias,abril,Otros,Presencial
Instalador de climatización,27,SI,Madrid,abril,Otros,Presencial
Ayudante-a de cocina para colectividades(ref: 7662),19,SI,Asturias,abril,Básico,Presencial
Mozos de almacén y reparto.,27,SI,Aragon,abril,Otros,Presencial
Mecánicos de maquinaria.,27,SI,Aragon,abril,Otros,Presencial
Montadores de andamios.,27,SI,Aragon,abril,Otros,Presencial
